"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"FC Portland Navy B02",1619,16.78,17.36,26,"OR","Portland","","PTT Win B02 Premier Green",""
"Westside Timbers Copa White B02",1618,17.13,16.97,33,"OR","Beaverton","","PTT Win B02 Premier Green","FWRL NW B02"
"FWFC Blue B02",1618,21.82,13.28,32,"WA","Federal Way","RCL B02 Div 3","","WYS Presidents Cup B02 Div 1"
"WPFC White B02",1599,27.28,9.32,33,"WA","Tacoma","RCL B02 Div 4","","WYS Presidents Cup B02 Div 1"
"GS Surf A B02",1598,20.89,12.09,26,"WA","Bothel","RCL B02 Div 1","","FWRL NW B02, WYS Championship B02"
"Washington Timbers Red 1 B02",1598,25.49,9.9,38,"WA","Vancouver","RCL B02 Div 3","","WYS Presidents Cup B02 Div 1"
"Washington East SC A B02",1598,19.64,12.82,26,"WA","Spokane","PSPL WNPL U16","",""
"Blackhills FC Black B02",1594,20.58,11.95,30,"WA","Olympia","RCL B02 Div 3","","WYS Presidents Cup B02 Div 1"
"Southside SC Azul B02",1584,16.93,13.49,30,"OR","Tigard","","PTT Win B02 Premier Green",""
"Seattle United Samba B02",1576,16.04,13.51,36,"WA","Seattle","RCL B02 Div 3","","WYS Presidents Cup B02 Div 1"
"HSC Bayern B02",1566,15.77,12.84,23,"OR","Hillsboro","","PTT Win B02 Premier White",""
"LASC Cuervos B02",1564,18.09,11.06,28,"OR","NE Portland","","PTT Win B02 Div 1",""
"Crossfire Yakima B B02",1560,20.81,9.34,22,"WA","Yakima","RCL B02 Div 3","","WYS Presidents Cup B02 Div 1"
"ETFC Dortmund Black B02",1560,18.28,10.63,28,"OR","Eugene","","PTT Win B02 Premier Green",""
"Eastside FC White B02",1550,14.12,12.79,36,"WA","Preston","RCL B02 Div 2","","WYS Presidents Cup B02 Div 1"
"Southlake Select TUSK United B02",1542,12.31,13.96,40,"WA","Tukwila","NPSL DIVISION 1 (02) U16","","WYS Presidents Cup B02 Div 2"
"Crossfire Select OMelia B02",1537,16.44,10.09,29,"WA","Redmond","RCL B02 Div 4","","WYS Presidents Cup B02 Div 1"
"Seattle United W Blue B02",1537,11.78,14,19,"WA","Seattle","NPSL DIVISION 1 (02) U16, NPSL DIVISION 2 (02) U16","","Founders Cup B02 Div A"
"3 Rivers Black B02",1534,16.34,9.95,28,"WA","Pasco","RCL B02 Div 2","","WYS Presidents Cup B02 Div 1"
"Seattle United Tango B02",1530,12.85,12.25,26,"WA","Seattle","RCL B02 Div 1","","WYS Championship B02"
"GS Surf B B02",1515,17.31,8.22,21,"WA","Bothel","RCL B02 Div 1","",""
"NSC Vortex Green B02",1512,12.01,11.55,31,"WA","Woodinvile","NPSL DIVISION 1 (02) U16","","WYS Presidents Cup B02 Div 2"
"Thelo Spartans B02",1503,15.06,8.7,10,"OR","Milwaukie","","PTT Win B02 Div 1",""
"TC United Navy B02",1494,14.41,8.51,27,"WA","Lacey","PSPL WSPL U16","","WA Cup Gold U16"
"Eastside Timbers Black 1 B02",1488,10.68,11.01,33,"OR","Gresham","","PTT Win B02 Premier White",""
"Seattle United Shoreline Blue B02",1486,9.47,12.29,24,"WA","Shoreline","NPSL DIVISION 1 (02) U16","","Founders Cup B02 Div A"
"Slammers Orange B02",1478,12.93,8.51,30,"WA","Auburn","RCL B02 Div 3","","WYS Presidents Cup B02 Div 1"
"Seattle Celtic Green B02",1476,12.86,8.44,19,"WA","Seattle","PSPL WNPL U16","",""
"Whatcom Rangers Gold B02",1471,13.18,7.96,28,"WA","Bellingham","RCL B02 Div 2","","WYS Presidents Cup B02 Div 1"
"Crossfire Select Luna B02",1469,12.73,8.1,31,"WA","Redmond","NPSL DIVISION 1 (02) U16","","Founders Cup B02 Div A"
"WA Rush B02",1467,14.2,7.17,32,"WA","Everett","RCL B02 Div 2","","WYS Presidents Cup B02 Div 1"
"GPS Oregon B02",1466,14.27,7.11,36,"OR","","PSPL WNPL U16","PTT Win B02 Premier Green",""
"WPFC Navy B02",1466,9.2,10.97,34,"WA","Tacoma","RCL B02 Div 4","","WYS Presidents Cup B02 Div 2"
"4-H Northside B02",1461,7.83,12.51,10,"OR","","","PTT Win B02 Premier White",""
"Fuerza FC Academy B02",1443,12.11,7.11,25,"WA","Marysville","PSPL Copa - West U16","","WA Cup Bronze U16"
"GS Surf C B02",1432,13.35,5.99,31,"WA","Bothel","RCL B02 Div 3","","WYS Presidents Cup B02 Div 2"
"Westside Timbers Samba B02",1432,11.38,7.02,32,"OR","Beaverton","","PTT Win B02 Premier White",""
"Crossfire Oregon Green I B02",1427,11.92,6.47,34,"OR","Lake Oswego","","PTT Win B02 Premier White",""
"Wenatchee Valley United Sounders B02",1418,13.06,5.56,20,"WA","Wenatchee","PSPL WSPL U16","","WA Cup Silver U16"
"Toluca Portland SC Elite B02",1414,11.46,6.17,25,"OR","","PTT B00 BHS","PTT Win B02 Div 1",""
"FC Bellevue Venom B02",1397,11.52,5.45,28,"WA","Bellevue","PSPL WSPL U16","","WA Cup Silver U16"
"Harbor Premier Green B02",1395,12.51,4.93,31,"WA","Gig Harbor","RCL B02 Div 4","","WYS Presidents Cup B02 Div 1"
"PCU Red B02",1393,6.97,8.75,20,"OR","Portland","","PTT Win B02 Premier Green",""
"Seattle United S Blue B02",1392,7.31,8.26,26,"WA","Seattle","NPSL DIVISION 1 (02) U16","","Founders Cup B02 Div A"
"Kent United Green B02",1381,7.86,7.15,23,"WA","Kent","NPSL DIVISION 1 (02) U16","","WYS Presidents Cup B02 Div 2"
"Crossfire Premier C B02",1377,9.92,5.52,43,"WA","Redmond","RCL B02 Div 4","","WYS Presidents Cup B02 Div 1"
"ISC Gunners A B02",1371,7.15,7.34,42,"WA","Issaquah","PSPL WNPL U16","","WA Cup Gold U16"
"Mercer Island FC Heat B02",1362,8.59,5.71,21,"WA","Mercer Island","NPSL DIVISION 1 (02) U16","","Founders Cup B02 Div A"
"Mukilteo Rush B02",1359,7.58,6.35,16,"WA","Mukilteo","NPSL DIVISION 1 (02) U16","",""
"FC Portland White B02",1359,8.42,5.71,16,"OR","Portland","","PTT Win B02 Div 1",""
"TFA Williamette Crew B02",1344,8.32,5.23,20,"OR","","","PTT Win B02 Premier White",""
"Academia Leon B02",1338,10.32,4.05,18,"OR","Beaverton","","PTT Win B02 Div 2",""
"PacNW White B02",1338,10.35,4.01,27,"WA","Tukwila","RCL B02 Div 4","","WYS Presidents Cup B02 Div 2"
"FPSC Fury Black B02",1337,6.61,6.24,31,"WA","Tacoma","PSPL WSPL U16","","WA Cup Gold U16"
"Seattle United NE Blue B02",1335,7.82,5.22,28,"WA","Seattle","NPSL DIVISION 1 (02) U16","","Founders Cup B02 Div A"
"MVP Rapids Navy B02",1328,8.2,4.74,30,"WA","Maple Valley","PSPL Classic U16","","WA Cup Silver U16"
"GPS Munich B02",1327,7.54,5.13,10,"OR","","","PTT Win B02 Premier White",""
"Pacific FC Fire B02",1324,6.69,5.64,28,"WA","Battle Ground","PSPL Classic U16","","WA Cup Silver U16"
"Pelada FA Akademik B02",1324,5.77,6.53,10,"OR","Eugene","","PTT Win B02 Div 2",""
"Westside Timbers Mundial B02",1322,7.25,5.15,21,"OR","Beaverton","","PTT Win B02 Div 2",""
"RVSC Timbers White B02",1312,11.21,3.1,10,"OR","Medford","","PTT Win B02 Div 2",""
"Kitsap Alliance FC Red B02",1311,8.6,4.03,19,"WA","Silverdale","RCL B02 Div 5","","WYS Presidents Cup B02 Div 2"
"Newport FC Barca B02",1311,8.15,4.24,25,"WA","Bellevue","NPSL DIVISION 1 (02) U16","","Founders Cup B02 Div A"
"WA Rush Nero B02",1310,8.05,4.25,27,"WA","Everett","RCL B02 Div 5","","WYS Presidents Cup B02 Div 2"
"FWFC White B02",1303,8.57,3.81,26,"WA","Federal Way","RCL B02 Div 5","","WYS Presidents Cup B02 Div 1"
"Pacific FC Dynamo B02",1301,7.52,4.28,29,"WA","Battle Ground","PTT B00 BHS","PTT Win B02 Div 2",""
"GPS Newberg B02",1294,8.95,3.43,17,"OR","","","PTT Win B02 Div 2",""
"Eastside Timbers Black 2 B02",1294,4.78,6.42,22,"OR","Gresham","","PTT Win B02 Div 1",""
"PCSC Cosmos B02",1269,6.71,3.86,26,"WA","Tacoma","PSPL Copa - West U16","","WA Cup Bronze U16"
"NPSA Titans Navy B02",1267,5.8,4.39,30,"WA","Bellevue","PSPL WSPL U16","","WA Cup Silver U16"
"Crossfire Oregon Green II B02",1264,5.88,4.24,10,"OR","Lake Oswego","","PTT Win B02 Div 1",""
"Eastside FC Blue B02",1259,5.82,4.13,27,"WA","Preston","RCL B02 Div 4","","WYS Presidents Cup B02 Div 2"
"CSC Storm B02",1258,7.96,3.01,16,"OR","Corvallis","","PTT Win B02 Div 1",""
"PCU Black B02",1241,8.21,2.6,14,"OR","Portland","","PTT Win B02 Div 2",""
"Crossfire Select Toon B02",1241,4.65,4.57,25,"WA","Redmond","NPSL DIVISION 2 (02) U16","","Founders Cup B02 Div A"
"Hood River Dynamos B02",1240,4.48,4.71,10,"OR","Hood River","","PTT Win B02 Div 1",""
"Capital FC Timbers Black B02",1224,5.42,3.49,16,"OR","Salem","","PTT Win B02 Div 2",""
"Washington Timbers White 1 B02",1223,6.56,2.86,33,"WA","Vancouver","RCL B02 Div 4","PTT Win B02 Div 1",""
"IFC Red B02",1218,3.94,4.6,20,"WA","Issaquah","NPSL DIVISION 2 (02) U16","","Founders Cup B02 Div A"
"THUSC Titanium B02",1215,4.8,3.71,15,"OR","Beaverton","","PTT Win B02 Div 1",""
"BSC Portland Black B02",1211,5.32,3.25,22,"OR","Portland","","PTT Win B02 Premier White",""
"Quad City Fusion White B02",1202,4.03,4.03,8,"ID","Moscow","","Spr PSPL EWA - '02/'03 Copa 1 - East U16",""
"Nortac Sparta Red B02",1192,6.11,2.49,18,"WA","Tacoma","PSPL Classic U16","",""
"Westside Timbers Copa TS B02",1187,5.04,2.9,18,"OR","Beaverton","","PTT Win B02 Div 1",""
"Whatcom Rangers Blue B02",1173,4.04,3.29,21,"WA","Bellingham","RCL B02 Div 5","",""
"Emerald City FC Green B02",1159,5.95,2.02,27,"WA","Seattle","PSPL Classic U16","","WA Cup Silver U16"
"NW United Black B02",1158,4.36,2.74,24,"WA","Burlington","RCL B02 Div 5","",""
"Lake Hills Inferno B02",1143,4.35,2.48,23,"WA","Bellevue","NPSL DIVISION 3 (02) U16","","Founders Cup B02 Div A"
"Storm King B02",1139,5.67,1.85,12,"WA","Port Angeles","NPSL DIVISION 2 (02) U16","",""
"Seattle United S White B02",1135,3.27,3.11,19,"WA","Seattle","NPSL DIVISION 3 (02) U16","","Founders Cup B02 Div A"
"PSA Force Black B02",1118,4.64,1.96,16,"WA","Marysville","NPSL DIVISION 2 (02) U16","",""
"STU Evolution Truillo B02",1117,4.82,1.86,15,"WA","Tacoma","NPSL DIVISION 1 (02) U16, NPSL DIVISION 2 (02) U16","","WYS Presidents Cup B02 Div 2"
"TFA Williamette Boca B02",1105,3.59,2.31,10,"OR","","","PTT Win B02 Div 1",""
"Blackhills FC Red B02",1101,4.54,1.78,27,"WA","Olympia","RCL B02 Div 5","","WYS Presidents Cup B02 Div 2"
"North Idaho Inferno Orange B02",1095,3.55,2.19,21,"ID","Post Falls","","Spr PSPL EWA - '02/'03 Copa 1 - East U16",""
"LSDSC Rockets B02",1078,3.19,2.16,15,"WA","","NPSL DIVISION 3 (02) U16","","Founders Cup B02 Div A"
"Oregon Futbol Academy Azul B02",1068,2.45,2.62,10,"OR","","","PTT Win B02 Div 2",""
"Snohomish United Red B02",1057,2.25,2.65,27,"WA","Snohomish","RCL B02 Div 5","","WYS Presidents Cup B02 Div 2"
"Seattle United W White B02",1055,3.52,1.66,21,"WA","Seattle","NPSL DIVISION 2 (02) U16","","Founders Cup B02 Div A"
"ISC Gunners B B02",1048,2.73,2.05,31,"WA","Issaquah","PSPL Classic U16","","WA Cup Bronze U16"
"BSC Portland Gold B02",1040,4.3,1.23,10,"OR","Portland","","PTT Win B02 Div 2",""
"NSC Force B02",1025,2.82,1.69,25,"WA","Woodinvile","NPSL DIVISION 2 (02) U16","","Founders Cup B02 Div A"
"FC Edmonds Sting B02",1013,2.08,2.1,20,"WA","Edmonds","PSPL Classic U16","","WA Cup Bronze U16"
"Kent City Black B02",995,3.45,1.12,21,"WA","Kent","PSPL Copa - West U16","","WA Cup Bronze U16"
"Mukilteo Rush Nero B02",986,2.52,1.44,22,"WA","Mukilteo","NPSL DIVISION 3 (02) U16","","Founders Cup B02 Div A"
"Bellevue United Select B02",942,2.72,0.99,15,"WA","Bellevue","NPSL DIVISION 3 (02) U16","",""
"Southlake Select White B02",850,2.57,0.55,12,"WA","Newcastle","NPSL DIVISION 3 (02) U16","",""
"BIFC Blue B02",843,1.87,0.72,12,"WA","Bainbridge Island","NPSL DIVISION 3 (02) U16","",""
